TYPE,STATUS,"PO CREATION DATE","SHIP DATE","WHSE DATE","CUT #",FACTORY,STYLE,SESON,COLOR,"CUT ORD","CUT RECVD","CUT BALNC","CUT/INTRANSIT QTY","ETA DATE",CUSTOMER,"ORD #","CUSTPO #","EARLIEST START DATE","ORD QTY"
IMPORT,C,09-19-2014,11-30-2014,12-30-2014,HA-S15-003,"JCR TRADING LTD",HA-VST-006,,IIW,462,468,0,,,,,,,
IMPORT,C,09-19-2014,11-30-2014,12-30-2014,HA-S15-003,"JCR TRADING LTD",HA-VST-007,,WHT,462,468,0,,,,,,,
IMPORT,C,09-19-2014,11-30-2014,12-30-2014,HA-S15-003,"JCR TRADING LTD",HA-WB-107,,DKD,998,996,2,,,,,,,
IMPORT,C,09-19-2014,11-30-2014,12-30-2014,HA-S15-003,"JCR TRADING LTD",HA-WB-100,,WHT,1008,1128,0,,,,,,,
IMPORT,C,09-19-2014,11-30-2014,12-30-2014,HA-S15-003,"JCR TRADING LTD",HA-WB-090,,ORW,998,996,2,,,,,,,
IMPORT,C,09-19-2014,11-30-2014,12-30-2014,HA-S15-003,"JCR TRADING LTD",HA-WB-099,,IIW,1100,1104,0,,,,,,,
IMPORT,C,09-24-2014,11-30-2014,12-31-2014,136977,"SH GLOBAL",DEC-KT-070,,BLK,1548,0,1548,,,,,,,
IMPORT,C,09-24-2014,11-30-2014,12-31-2014,136977,"SH GLOBAL",DEC-KT-074,,BLK,1548,0,1548,,,,,,,
IMPORT,C,09-24-2014,11-30-2014,12-31-2014,136977,"SH GLOBAL",DEC-KT-075,,HGR,1548,0,1548,,,,,,,
IMPORT,C,09-24-2014,11-30-2014,12-31-2014,136978,"SH GLOBAL",DEC-KB-006,,BLK,1548,0,1548,,,,,,,
IMPORT,C,09-24-2014,11-30-2014,12-31-2014,136978,"SH GLOBAL",DEC-KB-009,,BLK,1896,0,1896,,,,,,,
IMPORT,C,09-24-2014,11-30-2014,12-31-2014,136978,"SH GLOBAL",DEC-KB-010,,HGR,1896,0,1896,,,,,,,
IMPORT,C,09-24-2014,12-31-2014,01-15-2015,136979,"SH GLOBAL",DEC-KT-072,,WTL,1248,0,1248,,,,,,,
IMPORT,C,09-24-2014,12-30-2014,01-15-2015,136980,"SH GLOBAL",DEC-KB-007,,WNV,1248,0,1248,,,,,,,
IMPORT,C,10-08-2014,11-20-2014,12-12-2014,"PO# 136791","JCR TRADING LTD",DEC-WB-005,,BLU,3342,2862,480,,,,,,,
IMPORT,C,10-08-2014,11-20-2014,12-12-2014,"PO# 136791","JCR TRADING LTD",DEC-WJKT-010,,HGR,1896,1896,0,,,,,,,
IMPORT,C,10-09-2014,10-09-2014,12-05-2014,GE2724-1,"ELJAY SHANGHAI(P) LTD",GF-JK-001,,BLK,800,0,800,,,,,,,
IMPORT,C,10-09-2014,10-09-2014,12-05-2014,GE2724-1,"ELJAY SHANGHAI(P) LTD",GF-JK-002,,RED,800,0,800,,,,,,,
IMPORT,C,10-09-2014,10-09-2014,12-05-2014,GE2724-1,"ELJAY SHANGHAI(P) LTD",GF-JK-003,,BLK/RED,600,0,600,,,,,,,
IMPORT,C,10-09-2014,10-09-2014,12-05-2014,GEF-2724-1,"ELJAY SHANGHAI(P) LTD",GF-JK-001,,BLK,800,0,800,,,,,,,
IMPORT,C,10-09-2014,10-09-2014,12-05-2014,GEF-2724-1,"ELJAY SHANGHAI(P) LTD",GF-JK-002,,RED,800,0,800,,,,,,,
IMPORT,C,10-09-2014,10-09-2014,12-05-2014,GEF-2724-1,"ELJAY SHANGHAI(P) LTD",GF-JK-003,,BLK/RED,600,0,600,,,,,,,
IMPORT,R,10-15-2014,11-14-2014,11-25-2014,GEFAMP,"NINGBO HENGQUAN FASHION CO LTD",1040,,BLK/RED,800,816,0,,,,,,,
IMPORT,R,10-15-2014,11-14-2014,11-25-2014,GEFAMP,"NINGBO HENGQUAN FASHION CO LTD",1039,,BWH,800,816,0,,,,,,,
IMPORT,R,10-15-2014,11-14-2014,11-25-2014,GEFAMP,"NINGBO HENGQUAN FASHION CO LTD",1041,,ORA/BLK,800,816,0,,,,,,,
IMPORT,C,10-15-2014,11-20-2014,12-15-2015,"PO# 136981","JCR TRADING LTD",DEC-JKT-055,,IND,624,612,12,,,,,,,
IMPORT,C,10-20-2014,11-20-2014,12-15-2014,"PO# 136982","JCR TRADING LTD",DEC-WB-010,,IND,726,720,6,,,,,,,
IMPORT,C,10-28-2014,12-01-2014,12-20-2014,GEFADE-115,"JCR TRADING LTD",GF-WB-005,,NVY,1200,1152,48,,,,,,,
IMPORT,C,10-28-2014,12-01-2014,12-20-2014,GEFADE-115,"JCR TRADING LTD",GF-WB-006,,NVY,1200,1176,24,,,,,,,
IMPORT,C,10-28-2014,12-01-2014,12-20-2014,GEFADE-115,"JCR TRADING LTD",GF-WB-007,,NVY,1200,984,216,,,,,,,
IMPORT,C,10-28-2014,01-01-2015,01-15-2015,GEFADE-215,"JCR TRADING LTD",GF-WB-001,,DNM,1200,1200,0,,,,,,,
IMPORT,C,10-28-2014,01-01-2015,01-15-2015,GEFADE-215,"JCR TRADING LTD",GF-WB-002,,DNM,1200,0,1200,,,,,,,
IMPORT,C,10-28-2014,01-01-2015,01-15-2015,GEFADE-215,"JCR TRADING LTD",GF-WB-003,,DNM,1200,1236,0,,,,,,,
IMPORT,C,10-28-2014,01-01-2015,01-15-2015,GEFADE-215,"JCR TRADING LTD",GF-WB-004,,DNM,1200,1236,0,,,,,,,
IMPORT,C,10-28-2014,11-10-2014,11-25-2014,GEFAU-1214,"SRI SIDHI VINAYAK INTL",SV-KT-104,,BLK,600,360,240,,,,,,,
IMPORT,C,10-28-2014,11-10-2014,11-25-2014,GEFAU-1214,"SRI SIDHI VINAYAK INTL",SV-KT-105,,GREY,600,360,240,,,,,,,
IMPORT,C,10-28-2014,11-10-2014,11-25-2014,GEFAU-1214,"SRI SIDHI VINAYAK INTL",SV-KT-106,,BLK,600,366,234,,,,,,,
IMPORT,C,10-28-2014,11-10-2014,11-25-2014,GEFAU-1214,"SRI SIDHI VINAYAK INTL",SV-KT-107,,BLK,600,366,234,,,,,,,
IMPORT,R,10-30-2014,10-30-2014,11-25-2014,HASP15-006,"DOLLAR APPAREL TRADING HOUSE","JJ-2014 WOMENS",,BLK,2150,2150,0,,,,,,,
IMPORT,R,10-30-2014,10-30-2014,11-25-2014,HASP15-006,"DOLLAR APPAREL TRADING HOUSE","JJ-2014 MENS",,BLK,2950,2950,0,,,,,,,
IMPORT,C,11-06-2014,12-30-2014,01-20-2015,"PO# 137815","SH GLOBAL",DEC-KT-076,,HGR,2010,0,2010,,,,,,,
IMPORT,C,11-06-2014,12-30-2014,01-20-2015,"PO# 137815","SH GLOBAL",DEC-KT-077,,BLK/RED,2496,0,2496,,,,,,,
IMPORT,C,11-06-2014,12-30-2014,01-20-2015,"PO# 137815","SH GLOBAL",DEC-KB-012,,BLK/RED,1932,0,1932,,,,,,,
IMPORT,C,11-06-2014,12-30-2014,01-20-2015,"PO# 137815","SH GLOBAL",DEC-KB-011,,HGR,1932,0,1932,,,,,,,
IMPORT,R,11-06-2014,01-05-2015,01-20-2015,"PO# 137816","SH GLOBAL",DEC-KT-078,,MLT,2130,2178,0,,,,,,,
IMPORT,R,11-06-2014,01-05-2015,01-20-2015,"PO# 137816","SH GLOBAL",DEC-KB-013,,MLT,1932,1944,0,,,,,,,
IMPORT,C,11-07-2014,12-30-2014,01-30-2015,C-2015-006,"VERDE USA CORP",CDN-KT-121,,BLK,786,791,0,,,,,,,
IMPORT,C,11-07-2014,12-30-2014,01-30-2015,C-2015-006,"VERDE USA CORP",CDN-KB-035,,BLK,786,791,0,,,,,,,
IMPORT,C,11-07-2014,12-30-2014,01-30-2015,C-2015-006,"VERDE USA CORP",CDN-KT-121,,HGR,786,791,0,,,,,,,
IMPORT,C,11-07-2014,12-30-2014,01-30-2015,C-2015-006,"VERDE USA CORP",CDN-KB-035,,HGR,786,791,0,,,,,,,
IMPORT,R,11-11-2014,12-10-2014,12-25-2014,CDN-15-008,"SH GLOBAL",CDN-KT-120,,RED,480,510,0,,,,,,,
IMPORT,R,11-11-2014,12-10-2014,12-25-2014,CDN-15-008,"SH GLOBAL",CDN-KT-123,,RED,360,360,0,,,,,,,
IMPORT,R,11-11-2014,12-10-2014,12-25-2014,CDN-15-008,"SH GLOBAL",CDN-KB-032,,RED,360,360,0,,,,,,,
IMPORT,R,11-11-2014,12-01-2014,12-15-2014,SP15-C-007,"BALLOON MARKETING(CHINA) LTD",CDN-KJ-004,,BLK,480,504,0,,,,,,,
IMPORT,R,11-11-2014,12-01-2014,12-15-2014,SP15-C-007,"BALLOON MARKETING(CHINA) LTD",CDN-KB-029,,BLK,480,502,0,,,,,,,
IMPORT,R,11-11-2014,12-01-2014,12-15-2014,SP15-C-007,"BALLOON MARKETING(CHINA) LTD",CDN-KT-107,,WHT,480,502,0,,,,,,,
IMPORT,R,11-11-2014,12-01-2014,12-15-2014,SP15-C-007,"BALLOON MARKETING(CHINA) LTD",CDN-KB-031,,WHT,480,502,0,,,,,,,
IMPORT,R,11-11-2014,12-01-2014,12-15-2014,SP15-C-007,"BALLOON MARKETING(CHINA) LTD",CDN-KT-106,,BLK,480,500,0,,,,,,,
IMPORT,R,11-11-2014,12-01-2014,12-15-2014,SP15-C-007,"BALLOON MARKETING(CHINA) LTD",CDN-KT-117,,WHT,360,378,0,,,,,,,
IMPORT,R,11-11-2014,12-01-2014,12-15-2014,SP15-C-007,"BALLOON MARKETING(CHINA) LTD",CDN-WJKT-015,,IND,120,626,0,,,,,,,
IMPORT,R,11-11-2014,12-01-2014,12-15-2014,SP15-C-007,"BALLOON MARKETING(CHINA) LTD",CDN-WB-038,,IND,480,515,0,,,,,,,
IMPORT,R,11-19-2014,01-12-2015,02-19-2015,137989,"SH GLOBAL",DEC-KT-085,,MTB,3264,3288,0,,,,,,,
IMPORT,R,11-19-2014,01-12-2015,02-19-2015,137989,"SH GLOBAL",DEC-KT-079,,BWH,3216,3228,0,,,,,,,
IMPORT,R,11-19-2014,01-12-2015,02-19-2015,137989,"SH GLOBAL",DEC-KT-092,,BLK/RED,3264,3264,0,,,,,,,
IMPORT,R,11-19-2014,01-12-2015,02-19-2015,137989,"SH GLOBAL",DEC-KT-080,,MULTI/NVY,2838,2874,0,,,,,,,
IMPORT,R,11-19-2014,01-12-2015,02-19-2015,137989,"SH GLOBAL",DEC-KT-097,,WTL,2052,2052,0,,,,,,,
IMPORT,R,11-20-2014,02-20-2015,03-26-2015,PO138116,"DOLLAR APPAREL TRADING HOUSE",DEC-KT-087,,RED/BLK,1614,1647,0,,,,,,,
IMPORT,R,11-20-2014,02-20-2015,03-26-2015,PO138116,"DOLLAR APPAREL TRADING HOUSE",DEC-KB-014,,RED/BLK,1614,1645,0,,,,,,,
IMPORT,R,12-05-2014,02-04-2015,02-10-2015,3028,"SRI SIDHI VINAYAK INT",KRT-KT-006,,BLK,306,306,0,,,,,,,
IMPORT,R,12-05-2014,02-04-2015,02-10-2015,3028,"SRI SIDHI VINAYAK INT",KRT-KT-003,,MAROON,306,306,0,,,,,,,
IMPORT,R,12-05-2014,02-04-2015,02-10-2015,3028,"SRI SIDHI VINAYAK INT",KRT-KT-005,,RED/BLK,312,312,0,,,,,,,
IMPORT,R,12-05-2014,02-04-2015,02-10-2015,3028,"SRI SIDHI VINAYAK INT",KRT-KT-001,,BLK,300,300,0,,,,,,,
IMPORT,C,12-09-2014,01-10-2015,01-30-2015,137995-98,"DOLLAR APPAREL TRADING HOUSE",HA-KT-066,,WRN,1728,1746,0,,,,,,,
IMPORT,C,12-09-2014,01-10-2015,01-30-2015,137995-98,"DOLLAR APPAREL TRADING HOUSE",HA-KT-072,,WHT,1440,1426,14,,,,,,,
IMPORT,C,12-09-2014,01-10-2015,01-30-2015,137995-98,"DOLLAR APPAREL TRADING HOUSE",HA-KT-076,,WHT,1992,1963,29,,,,,,,
IMPORT,C,12-09-2014,01-10-2015,01-30-2015,137995-98,"DOLLAR APPAREL TRADING HOUSE",HA-KT-077,,WHT,1980,1932,48,,,,,,,
IMPORT,C,12-09-2014,12-09-2014,01-31-2015,HASP15-007,"DOLLAR APPAREL TRADING HOUSE",HA-KT-075,,WHT,600,0,600,,,,,,,
IMPORT,C,12-09-2014,12-09-2014,01-31-2015,HASP15-007,"DOLLAR APPAREL TRADING HOUSE",HA-KT-076,,RED,600,628,0,,,,,,,
IMPORT,C,12-09-2014,12-09-2014,01-31-2015,HASP15-007,"DOLLAR APPAREL TRADING HOUSE",HA-KT-077,,WHT,600,599,1,,,,,,,
IMPORT,C,12-09-2014,12-09-2014,01-31-2015,HASP15-007,"DOLLAR APPAREL TRADING HOUSE",HA-KT-078,,TL,600,624,0,,,,,,,
IMPORT,R,12-18-2014,02-02-2015,03-30-2015,3029,"ELJAY SHANGHAI(P) LTD",HA-WB-108,,IND,960,960,0,,,,,,,
IMPORT,R,12-18-2014,02-02-2015,03-30-2015,3029,"ELJAY SHANGHAI(P) LTD",HA-WB-110,,IND,960,960,0,,,,,,,
IMPORT,R,12-18-2014,02-02-2015,03-30-2015,3029,"ELJAY SHANGHAI(P) LTD",HA-WB-117,,WHT,960,960,0,,,,,,,
IMPORT,R,12-18-2014,02-02-2015,03-30-2015,3030,"ELJAY SHANGHAI(P) LTD",HA-WB-108,,IND,2244,2316,0,,,,,,,
IMPORT,R,12-18-2014,02-02-2015,03-30-2015,3030,"ELJAY SHANGHAI(P) LTD",HA-WB-110,,IND,2040,2108,0,,,,,,,
IMPORT,R,12-18-2014,02-02-2015,03-30-2015,3030,"ELJAY SHANGHAI(P) LTD",HA-WB-117,,WHT,2040,2046,0,,,,,,,
IMPORT,C,12-18-2014,02-01-2015,02-10-2015,HA-S15-008,"ELJAY SHANGHAI(P) LTD",HA-WB-111,,IND,960,953,7,,,,,,,
IMPORT,C,12-18-2014,02-01-2015,02-10-2015,HA-S15-008,"ELJAY SHANGHAI(P) LTD",HA-WB-113,,WHT,960,1008,0,,,,,,,
IMPORT,C,12-18-2014,02-01-2015,02-10-2015,HA-S15-008,"ELJAY SHANGHAI(P) LTD",HA-WB-121,,IND,960,840,120,,,,,,,
IMPORT,C,12-18-2014,02-01-2015,02-10-2015,HA-S15-008,"ELJAY SHANGHAI(P) LTD",HA-WB-123,,IND,808,808,0,,,,,,,
IMPORT,R,12-25-2014,02-27-2015,03-03-2015,"PO 138011","DOLLAR APPAREL TRADING HOUSE",DEC-KT-093,,MLT,1494,1501,0,,,,,,,
IMPORT,R,12-25-2014,02-27-2015,03-03-2015,"PO 138011","DOLLAR APPAREL TRADING HOUSE",DEC-KB-015,,MLT,1116,1123,0,,,,,,,
IMPORT,R,12-29-2014,01-19-2015,01-28-2015,3025,"DOLLAR APPAREL TRADING HOUSE",SV-KT-111,,BLK,720,725,0,,,,,,,
IMPORT,R,12-29-2014,01-19-2015,01-28-2015,3025,"DOLLAR APPAREL TRADING HOUSE",SV-KT-112,,BLK,720,739,0,,,,,,,
IMPORT,R,12-29-2014,01-19-2015,01-28-2015,3025,"DOLLAR APPAREL TRADING HOUSE",SV-KT-113,,BLK,720,722,0,,,,,,,
IMPORT,R,12-29-2014,01-19-2015,01-28-2015,3025,"DOLLAR APPAREL TRADING HOUSE",SV-KT-114,,BLK,720,723,0,,,,,,,
IMPORT,R,12-30-2014,01-12-2015,01-28-2015,3024,"DOLLAR APPAREL TRADING HOUSE",SV-KB-102,,BLK,960,1033,0,,,,,,,
IMPORT,R,12-30-2014,01-12-2015,01-28-2015,3024,"DOLLAR APPAREL TRADING HOUSE",SV-KB-103,,HGR,960,1033,0,,,,,,,
IMPORT,R,01-10-2015,01-10-2015,02-16-2015,3035,"SAMPLE VENDOR",GE-KT-102,,GREY,312,312,0,,,,,,,
IMPORT,R,01-10-2015,01-10-2015,02-16-2015,3035,"SAMPLE VENDOR",GE-KT-108,,RED,306,306,0,,,,,,,
IMPORT,R,01-10-2015,01-10-2015,02-16-2015,3035,"SAMPLE VENDOR",GE-KT-109,,RED,306,306,0,,,,,,,
IMPORT,R,01-10-2015,01-10-2015,02-16-2015,3035,"SAMPLE VENDOR",GE-KT-110,,GREY,312,312,0,,,,,,,
IMPORT,R,01-10-2015,01-10-2015,02-16-2015,3035,"SAMPLE VENDOR",GE-KT-111,,GREY,312,312,0,,,,,,,
IMPORT,R,01-15-2015,02-16-2015,02-16-2015,SV-GEFAME,"SAMPLE VENDOR",SV-KB-115,,BLK,690,690,0,,,,,,,
IMPORT,R,01-15-2015,02-16-2015,02-16-2015,SV-GEFAME,"SAMPLE VENDOR",SV-KT-115,,BLK,678,678,0,,,,,,,
IMPORT,C,01-21-2015,02-25-2015,04-15-2015,C-SP15-010,"SH GLOBAL",CDN-KT-132,,BLK,600,604,0,,,,,,,
IMPORT,C,01-21-2015,02-25-2015,04-15-2015,C-SP15-010,"SH GLOBAL",CDN-KT-132,,WHT,600,589,11,,,,,,,
IMPORT,C,01-21-2015,02-25-2015,04-15-2015,C-SP15-010,"SH GLOBAL",CDN-KT-128,,WHT,600,601,0,,,,,,,
IMPORT,R,01-25-2015,03-03-2015,04-29-2015,"JJ PO ","SRI SIDHI VINAYAK INT",DEC-WT-026,,MLT,1968,1968,0,,,,,,,
IMPORT,R,02-02-2015,04-02-2015,04-22-2015,H-SU15-014,"SAMPLE VENDOR",HA-KT-072,,RED,365,365,0,,,,,,,
IMPORT,R,02-02-2015,04-02-2015,04-22-2015,H-SU15-014,"SAMPLE VENDOR",HA-KT-072,,WHT,482,482,0,,,,,,,
IMPORT,R,02-02-2015,04-02-2015,04-22-2015,H-SU15-014,"SAMPLE VENDOR",HA-KT-077,,WHT,498,498,0,,,,,,,
IMPORT,C,02-02-2015,03-05-2015,05-05-2015,po#138706,"SAMPLE VENDOR",DEC-WT-028,,RWN,1620,1612,8,,,,,,,
IMPORT,R,02-02-2015,04-01-2015,04-22-2015,PO139509,"SAMPLE VENDOR",HA-KT-072,,RED,2496,2496,0,,,,,,,
IMPORT,C,02-05-2015,02-05-2015,03-30-2015,3026,"SRI SIDHI VINAYAK INTL",HA-KT-082,,NVY,900,0,900,,,,,,,
IMPORT,C,02-05-2015,02-05-2015,03-30-2015,3026,"SRI SIDHI VINAYAK INTL",HA-KT-084,,BLU,900,0,900,,,,,,,
IMPORT,C,02-05-2015,02-05-2015,03-30-2015,3027,"SRI SIDHI VINAYAK INTL",HA-KT-082,,NVY,600,715,0,,,,,,,
IMPORT,C,02-05-2015,02-05-2015,03-30-2015,3027,"SRI SIDHI VINAYAK INTL",HA-KT-083,,BLK,600,720,0,,,,,,,
IMPORT,C,02-05-2015,02-05-2015,03-30-2015,3027,"SRI SIDHI VINAYAK INTL",HA-KT-084,,BLU,600,654,0,,,,,,,
IMPORT,C,02-05-2015,02-05-2015,03-30-2015,3027,"SRI SIDHI VINAYAK INTL",HA-KT-085,,BLK,500,156,344,,,,,,,
IMPORT,C,02-05-2015,02-05-2015,03-30-2015,139155,"ELJAY SHANGHAI(P) LTD",HA-KT-082,,NVY,774,816,0,,,,,,,
IMPORT,C,02-05-2015,02-05-2015,03-30-2015,139155,"ELJAY SHANGHAI(P) LTD",HA-KT-084,,BLU,774,768,6,,,,,,,
IMPORT,C,02-05-2015,02-05-2015,03-30-2015,139155,"ELJAY SHANGHAI(P) LTD",HA-KT-085,,BLK,750,756,0,,,,,,,
IMPORT,C,02-24-2015,04-30-2015,05-19-2015,"PO# 139726","JCR TRADING LTD",HA-WB-090,,ORW,1380,1368,12,,,,,,,
IMPORT,R,03-02-2015,03-02-2015,03-30-2015,3033,"SREEJAN EXPORTS",HA-WT-019,,RWN,1116,1116,0,,,,,,,
IMPORT,R,03-02-2015,03-02-2015,04-20-2015,139154,"ELJAY SHANGHAI(P) LTD",HA-WB-135,,MWSH,1788,1800,0,,,,,,,
IMPORT,R,03-02-2015,03-02-2015,04-20-2015,139154,"ELJAY SHANGHAI(P) LTD",HA-WB-135,,BLEACH,1800,1860,0,,,,,,,
IMPORT,C,03-02-2015,03-05-2015,04-20-2015,HA-F15-104,"ELJAY SHANGHAI(P) LTD",HA-WB-135,,MWSH,600,564,36,,,,,,,
IMPORT,C,03-02-2015,03-05-2015,04-20-2015,HA-F15-104,"ELJAY SHANGHAI(P) LTD",HA-WB-135,,BLEACH,600,600,0,,,,,,,
IMPORT,C,03-02-2015,03-02-2015,04-10-2015,HA-S15-410,"SREEJAN EXPORTS",HA-WT-017,,RNV,360,0,360,,,,,,,
IMPORT,C,03-02-2015,03-02-2015,04-10-2015,HA-S15-410,"SREEJAN EXPORTS",HA-WT-018,,CMP,360,828,0,,,,,,,
IMPORT,R,03-02-2015,03-02-2015,03-30-2015,HASP15-011,"SREEJAN EXPORTS",HA-WT-019,,RWN,484,484,0,,,,,,,
IMPORT,R,03-02-2015,03-02-2015,04-10-2015,PO139156,"SREEJAN EXPORTS",HA-WT-017,,RNV,480,480,0,,,,,,,
IMPORT,R,03-02-2015,03-02-2015,04-10-2015,PO139156,"SREEJAN EXPORTS",HA-WT-018,,CMP,720,720,0,,,,,,,
IMPORT,R,03-03-2015,03-03-2015,03-30-2015,3031,"DOLLAR APPAREL TRADING HOUSE",HA-KT-088,,RWN,1620,1620,0,,,,,,,
IMPORT,R,03-03-2015,03-03-2015,03-30-2015,3031,"DOLLAR APPAREL TRADING HOUSE",HA-KT-089,,RWN,1620,1620,0,,,,,,,
IMPORT,R,03-03-2015,03-03-2015,03-30-2015,3032,"DOLLAR APPAREL TRADING HOUSE",HA-KT-088,,RWN,600,600,0,,,,,,,
IMPORT,R,03-03-2015,03-03-2015,03-30-2015,3032,"DOLLAR APPAREL TRADING HOUSE",HA-KT-089,,RWN,600,600,0,,,,,,,
IMPORT,R,03-03-2015,05-01-2015,05-27-2015,GEF3792-1,"SAMPLE VENDOR",SV-KB-124,,BLK,960,1008,0,,,,,,,
IMPORT,R,03-03-2015,05-01-2015,05-27-2015,GEF3792-1,"SAMPLE VENDOR",SV-KT-126,,BLK,960,976,0,,,,,,,
IMPORT,R,03-03-2015,05-01-2015,05-27-2015,GEF3792-1,"SAMPLE VENDOR",SV-KT-127,,BLK,960,976,0,,,,,,,
IMPORT,R,03-03-2015,03-03-2015,04-10-2015,PO139502,"SAMPLE VENDOR",HA-KT-072,,WHT,1800,1800,0,,,,,,,
IMPORT,R,03-03-2015,03-03-2015,04-10-2015,PO139502,"SAMPLE VENDOR",HA-KT-077,,WHT,2496,2496,0,,,,,,,
IMPORT,R,03-03-2015,04-09-2015,05-15-2015,SNEAKERVIL,"DOLLAR APPAREL TRADING HOUSE",SV-KB-119,,BLK,1024,1024,0,,,,,,,
IMPORT,R,03-03-2015,04-09-2015,05-15-2015,SNEAKERVIL,"DOLLAR APPAREL TRADING HOUSE",SV-KT-120,,BLK,960,960,0,,,,,,,
IMPORT,R,03-03-2015,04-09-2015,05-15-2015,SNEAKERVIL,"DOLLAR APPAREL TRADING HOUSE",SV-KT-121,,NVY,960,960,0,,,,,,,
IMPORT,R,03-03-2015,04-09-2015,05-15-2015,SNEAKERVIL,"DOLLAR APPAREL TRADING HOUSE",SV-KT-122,,BLK,960,960,0,,,,,,,
IMPORT,R,03-03-2015,04-09-2015,05-15-2015,SNEAKERVIL,"DOLLAR APPAREL TRADING HOUSE",SV-KT-123,,BLK,960,960,0,,,,,,,
IMPORT,C,03-04-2015,06-20-2015,07-05-2015,"PO 139280","SAMPLE VENDOR",DEC-WB-012,,BLK,9972,6204,3768,,,,,,,
IMPORT,C,03-04-2015,06-20-2015,07-05-2015,"PO 139280","SAMPLE VENDOR",DEC-WB-043,,BLU,6138,6294,0,,,,,,,
IMPORT,C,03-04-2015,06-20-2015,07-05-2015,"PO 139280","SAMPLE VENDOR",DEC-WB-042,,IND,0,0,0,,,,,,,
IMPORT,C,03-04-2015,06-20-2015,07-05-2015,"PO 139280","SAMPLE VENDOR",DEC-WB-044,,DKB,0,0,0,,,,,,,
IMPORT,C,03-09-2015,04-06-2015,05-30-2015,3036,"ELJAY SHANGHAI(P) LTD",HA-WB-136,,IIW,108,0,108,,,,,,,
IMPORT,C,03-09-2015,04-06-2015,05-30-2015,3036,"ELJAY SHANGHAI(P) LTD",HA-WB-137,,NVY,54,0,54,,,,,,,
IMPORT,C,03-09-2015,04-06-2015,05-30-2015,3036,"ELJAY SHANGHAI(P) LTD",HA-WB-130,,DKW,144,0,144,,,,,,,
IMPORT,C,03-09-2015,04-06-2015,05-30-2015,3036,"ELJAY SHANGHAI(P) LTD",HA-WB-138,,DKW,54,0,54,,,,,,,
IMPORT,C,03-09-2015,04-06-2015,05-30-2015,3036,"ELJAY SHANGHAI(P) LTD",HA-WB-142,,IIW,198,0,198,,,,,,,
IMPORT,C,03-09-2015,04-06-2015,05-30-2015,3036,"ELJAY SHANGHAI(P) LTD",HA-WT-022,,DKW,48,0,48,,,,,,,
IMPORT,C,03-09-2015,04-06-2015,05-30-2015,3036,"ELJAY SHANGHAI(P) LTD",HA-WT-020,,IIW,72,0,72,,,,,,,
IMPORT,R,03-09-2015,04-17-2015,05-30-2015,HA-F15-100,"ELJAY SHANGHAI(P) LTD",HA-WB-136,,IIW,960,960,0,,,,,,,
IMPORT,C,03-09-2015,04-24-2015,07-30-2015,H-F15-100,"JCR TRADING LTD",HA-WB-137,,NVY,3072,780,2292,,,,,,,
IMPORT,C,03-09-2015,04-24-2015,07-30-2015,H-F15-100,"JCR TRADING LTD",HA-WB-130,,DKW,960,960,0,,,,,,,
IMPORT,C,03-09-2015,04-24-2015,07-30-2015,H-F15-100,"JCR TRADING LTD",HA-WB-138,,DKW,960,960,0,,,,,,,
IMPORT,C,03-09-2015,04-24-2015,07-30-2015,H-F15-100,"JCR TRADING LTD",HA-WB-142,,IIW,960,960,0,,,,,,,
IMPORT,C,03-09-2015,04-24-2015,07-30-2015,H-F15-100,"JCR TRADING LTD",HA-WT-022,,DKW,684,696,0,,,,,,,
IMPORT,C,03-09-2015,04-24-2015,07-30-2015,H-F15-100,"JCR TRADING LTD",HA-WT-020,,IIW,684,588,96,,,,,,,
IMPORT,C,03-09-2015,04-17-2015,05-30-2015,PO140494,"ELJAY SHANGHAI(P) LTD",HA-WB-136,,IIW,2496,2232,264,,,,,,,
IMPORT,C,03-09-2015,04-17-2015,05-30-2015,PO140494,"ELJAY SHANGHAI(P) LTD",HA-WB-137,,NVY,3072,3036,36,,,,,,,
IMPORT,C,03-09-2015,04-17-2015,05-30-2015,PO140494,"ELJAY SHANGHAI(P) LTD",HA-WB-130,,DKW,3192,3252,0,,,,,,,
IMPORT,C,03-09-2015,04-17-2015,05-30-2015,PO140494,"ELJAY SHANGHAI(P) LTD",HA-WB-138,,DKW,2496,2400,96,,,,,,,
IMPORT,C,03-09-2015,04-17-2015,05-30-2015,PO140494,"ELJAY SHANGHAI(P) LTD",HA-WB-142,,IIW,3372,3420,0,,,,,,,
IMPORT,C,03-09-2015,04-17-2015,05-30-2015,PO140494,"ELJAY SHANGHAI(P) LTD",HA-WT-022,,DKW,1386,1380,6,,,,,,,
IMPORT,C,03-09-2015,04-17-2015,05-30-2015,PO140494,"ELJAY SHANGHAI(P) LTD",HA-WT-020,,IIW,1542,1548,0,,,,,,,
IMPORT,R,03-09-2015,04-06-2015,05-30-2015,PO140498,"ELJAY SHANGHAI(P) LTD",HA-WB-136,,IIW,108,108,0,,,,,,,
IMPORT,R,03-09-2015,04-06-2015,05-30-2015,PO140498,"ELJAY SHANGHAI(P) LTD",HA-WB-137,,NVY,54,54,0,,,,,,,
IMPORT,R,03-09-2015,04-06-2015,05-30-2015,PO140498,"ELJAY SHANGHAI(P) LTD",HA-WB-130,,DKW,144,144,0,,,,,,,
