TYPE,STATUS,"PO CREATION DATE","SHIP DATE","WHSE DATE","CUT #",FACTORY,STYLE,SESON,COLOR,"CUT ORD","CUT RECVD","CUT BALNC","CUT/INTRANSIT QTY","ETA DATE",CUSTOMER,"ORD #","CUSTPO #","EARLIEST START DATE","ORD QTY"
DOMESTIC,C,06-30-2015,07-25-2015,08-15-2015,HA-F15-116,"ELJAY SHANGHAI(P) LTD",HA-WB-180,"HOLIDAY 1 2016",BLK,1800,1512,288,,,,,,,
DOMESTIC,C,06-30-2015,07-25-2015,08-15-2015,HA-F15-116,"ELJAY SHANGHAI(P) LTD",HA-WB-157,"HOLIDAY 1 2016",IND,1800,1896,0,,,,,,,
DOMESTIC,C,06-30-2015,07-25-2015,08-15-2015,HA-F15-116,"ELJAY SHANGHAI(P) LTD",HA-WB-129,"HOLIDAY 1 2016",INW,1800,0,1800,,,,,,,
DOMESTIC,C,07-07-2015,07-07-2015,09-10-2015,HA-F15-120,"JCR TRADING LTD",HA-WT-029,"HOLIDAY 2015",IND,960,984,0,,,,,,,
DOMESTIC,C,07-07-2015,07-07-2015,09-10-2015,HA-F15-120,"JCR TRADING LTD",HA-WT-032,"HOLIDAY 2015",IND,942,912,30,,,,,,,
DOMESTIC,C,07-07-2015,07-07-2015,09-10-2015,HA-F15-120,"JCR TRADING LTD",HA-WB-151,"HOLIDAY 2015",IND,1500,1572,0,,,,,,,
DOMESTIC,C,07-07-2015,07-07-2015,09-10-2015,HA-F15-120,"JCR TRADING LTD",HA-WB-163,"HOLIDAY 2015",IND,2208,2160,48,,,,,,,
DOMESTIC,R,07-24-2015,07-24-2015,09-15-2015,HA-F15-121,"ELJAY SHANGHAI(P) LTD",HA-WB-183,"HOLIDAY 2015",BLK,1200,1200,0,,,,,,,
DOMESTIC,C,07-29-2015,08-05-2015,08-30-2015,HA-F15-122,"ELJAY SHANGHAI(P) LTD",HA-JKT-032,"FALL 2 2015",MAROON,720,0,720,,,,,,,
DOMESTIC,C,07-29-2015,08-05-2015,08-30-2015,HA-F15-122,"ELJAY SHANGHAI(P) LTD",HA-JKT-032,"FALL 2 2015",OLIVE,720,0,720,,,,,,,
DOMESTIC,R,08-24-2015,09-30-2015,10-10-2015,HA-FA-15-1,"DOLLAR APPAREL TRADING HOUSE",HA-CS-015,"HOLIDAY 2015",FAW,480,720,0,,,,,,,
DOMESTIC,R,08-24-2015,09-30-2015,10-10-2015,HA-FA-15-1,"DOLLAR APPAREL TRADING HOUSE",HA-CS-017,"HOLIDAY 2015",FAW,600,600,0,,,,,,,
DOMESTIC,R,08-24-2015,09-30-2015,10-10-2015,HA-FA-15-1,"DOLLAR APPAREL TRADING HOUSE",HA-CS-018,"HOLIDAY 2015",NVY,480,480,0,,,,,,,
DOMESTIC,R,07-10-2015,07-25-2015,08-15-2015,HA-FA15-110,"ELJAY SHANGHAI(P) LTD",HA-JKT-032,"FALL 2 2015",BLK,600,618,0,,,,,,,
DOMESTIC,C,06-23-2015,07-01-2015,07-20-2015,HA-FA15-114,"ELJAY SHANGHAI(P) LTD",HA-WB-153,"FALL 2 2015",INW,1200,1144,56,,,,,,,
DOMESTIC,C,06-23-2015,07-01-2015,07-20-2015,HA-FA15-114,"ELJAY SHANGHAI(P) LTD",HA-WB-116,"FALL 2 2015",IND,1500,0,1500,,,,,,,
DOMESTIC,C,06-23-2015,07-01-2015,07-20-2015,HA-FA15-114,"ELJAY SHANGHAI(P) LTD",HA-WB-147,"FALL 2 2015",INW,1500,1216,284,,,,,,,
DOMESTIC,R,07-22-2015,07-22-2015,08-22-2015,"HA-FA15-118 ","DOLLAR APPAREL TRADING HOUSE",HA-KT-112,"FALL 2 2015",BLK/RED,600,648,0,,,,,,,
DOMESTIC,R,07-22-2015,07-22-2015,08-22-2015,"HA-FA15-118 ","DOLLAR APPAREL TRADING HOUSE",HA-KT-113,"FALL 2 2015",BLK/RED,600,606,0,,,,,,,
DOMESTIC,C,07-22-2015,07-22-2015,08-30-2015,HA-FA15-119,"DOLLAR APPAREL TRADING HOUSE",HA-KT-111,"HOLIDAY 2015",FAW,360,360,0,,,,,,,
DOMESTIC,C,07-22-2015,07-22-2015,08-30-2015,HA-FA15-119,"DOLLAR APPAREL TRADING HOUSE",HA-KT-111,"HOLIDAY 2015",CRR,480,480,0,,,,,,,
DOMESTIC,C,07-22-2015,07-22-2015,08-30-2015,HA-FA15-119,"DOLLAR APPAREL TRADING HOUSE",HA-KT-111,"HOLIDAY 2015",HGR,360,366,0,,,,,,,
DOMESTIC,C,07-22-2015,07-22-2015,08-30-2015,HA-FA15-119,"DOLLAR APPAREL TRADING HOUSE",HA-KT-111,"HOLIDAY 2015",BLK,600,600,0,,,,,,,
DOMESTIC,R,08-13-2015,08-13-2015,09-15-2015,HA-FA15-125,"DOLLAR APPAREL TRADING HOUSE",HA-KT-115,"FALL 2 2015",BLK,480,480,0,,,,,,,
DOMESTIC,R,08-13-2015,08-13-2015,09-15-2015,HA-FA15-125,"DOLLAR APPAREL TRADING HOUSE",HA-KT-116,"FALL 2 2015",BTD,480,480,0,,,,,,,
DOMESTIC,R,08-13-2015,08-13-2015,09-15-2015,HA-FA15-125,"DOLLAR APPAREL TRADING HOUSE",HA-KT-117,"FALL 2 2015",TL,480,480,0,,,,,,,
DOMESTIC,R,08-13-2015,08-13-2015,09-15-2015,HA-FA15-125,"DOLLAR APPAREL TRADING HOUSE",HA-KT-118,"FALL 2 2015",RED,480,480,0,,,,,,,
DOMESTIC,O,08-25-2015,09-30-2015,10-10-2015,HA-FA15-129,"DOLLAR APPAREL TRADING HOUSE",HA-CS-016,"FALL 2 2015",BLK,360,480,0,,,,,,,
DOMESTIC,O,08-25-2015,09-30-2015,10-10-2015,HA-FA15-129,"DOLLAR APPAREL TRADING HOUSE",HA-CS-016,"FALL 2 2015",HGR,360,474,0,,,,,,,
DOMESTIC,R,08-06-2015,08-06-2015,09-05-2015,HA-FA2015-12,"DOLLAR APPAREL TRADING HOUSE",HA-CS-014,"FALL 1 2015",BLK,960,960,0,,,,,,,
DOMESTIC,C,08-28-2015,08-28-2015,10-05-2015,HA-HOL15-130,"ELJAY SHANGHAI(P) LTD",HA-WB-190,"HOLIDAY 2015",INB,0,0,0,,,,,,,
DOMESTIC,C,08-28-2015,08-28-2015,10-05-2015,HA-HOL15-130,"ELJAY SHANGHAI(P) LTD",HA-WB-186,"HOLIDAY 2015",INB,2400,0,2400,,,,,,,
DOMESTIC,C,08-28-2015,08-28-2015,10-05-2015,HA-HOL15-130,"ELJAY SHANGHAI(P) LTD",HA-WB-227,"HOLIDAY 2015",INB,1200,1810,0,,,,,,,
DOMESTIC,R,09-21-2015,09-21-2015,10-30-2015,HA-HOL15-131,"JCR TRADING LTD",HA-WB-190,"HOLIDAY 2015",INB,1500,1548,0,,,,,,,
DOMESTIC,C,10-08-2015,11-30-2015,12-30-2015,HA-SP16-01,"ELJAY SHANGHAI(P) LTD",HA-WB-148,"TRANSITION 2015",LTB,1800,1800,0,,,,,,,
DOMESTIC,C,10-08-2015,11-30-2015,12-30-2015,HA-SP16-01,"ELJAY SHANGHAI(P) LTD",HA-WB-189,"TRANSITION 2015",IND,1800,1800,0,,,,,,,
DOMESTIC,C,10-08-2015,11-30-2015,12-30-2015,HA-SP16-01,"ELJAY SHANGHAI(P) LTD",HA-JKT-034,"TRANSITION 2015",LTB,600,600,0,,,,,,,
DOMESTIC,C,10-08-2015,11-30-2015,12-30-2015,HA-SP16-01,"ELJAY SHANGHAI(P) LTD",HA-JKT-025,"TRANSITION 2015",IND,600,600,0,,,,,,,
DOMESTIC,C,10-08-2015,11-30-2015,12-30-2015,HA-SP16-01,"ELJAY SHANGHAI(P) LTD",HA-WT-036,"TRANSITION 2015",IND,600,0,600,,,,,,,
DOMESTIC,C,10-08-2015,11-30-2015,12-30-2015,HA-SP16-01,"ELJAY SHANGHAI(P) LTD",HA-WB-240,"TRANSITION 2015",IND,1800,1796,4,,,,,,,
DOMESTIC,C,10-21-2015,12-05-2015,01-05-2016,HA-SP16-02,"ELJAY SHANGHAI(P) LTD",HA-WB-235,"TRANSITION 2015",WHT,1200,1416,0,,,,,,,
DOMESTIC,C,10-21-2015,12-05-2015,01-05-2016,HA-SP16-02,"ELJAY SHANGHAI(P) LTD",HA-WB-236,"TRANSITION 2015",BLK,1200,1824,0,,,,,,,
DOMESTIC,C,10-21-2015,12-05-2015,01-05-2016,HA-SP16-02,"ELJAY SHANGHAI(P) LTD",HA-KT-132,"TRANSITION 2015",BLK,600,661,0,,,,,,,
DOMESTIC,C,10-21-2015,12-05-2015,01-05-2016,HA-SP16-02,"ELJAY SHANGHAI(P) LTD",HA-KT-133,"TRANSITION 2015",WHT,600,558,42,,,,,,,
DOMESTIC,R,10-16-2015,12-30-2015,01-30-2016,HA-SP16-03,"JCR TRADING LTD",HA-WB-201,"SPRING 1 2016",IND,1500,1548,0,,,,,,,
DOMESTIC,R,10-16-2015,12-30-2015,01-30-2016,HA-SP16-03,"JCR TRADING LTD",HA-WB-223,"SPRING 1 2016",IND,1200,1212,0,,,,,,,
DOMESTIC,R,10-16-2015,12-30-2015,01-30-2016,HA-SP16-03,"JCR TRADING LTD",HA-VST-011,"SPRING 1 2016",IND,750,768,0,,,,,,,
DOMESTIC,C,10-16-2015,12-30-2015,01-30-2016,HA-SP16-04,"ELJAY SHANGHAI(P) LTD",HA-WB-228,"SPRING 1 2016",MED,1200,1195,5,,,,,,,
DOMESTIC,C,10-16-2015,12-30-2015,01-30-2016,HA-SP16-04,"ELJAY SHANGHAI(P) LTD",HA-WB-218,"SPRING 1 2016",BLI,1200,1199,1,,,,,,,
DOMESTIC,C,10-16-2015,12-30-2015,01-30-2016,HA-SP16-04,"ELJAY SHANGHAI(P) LTD",HA-WB-226,"SPRING 1 2016",BLI,1500,1500,0,,,,,,,
DOMESTIC,C,10-16-2015,12-30-2015,01-30-2016,HA-SP16-04,"ELJAY SHANGHAI(P) LTD",HA-VST-024,"SPRING 1 2016",BLI,750,753,0,,,,,,,
DOMESTIC,C,10-26-2015,01-30-2016,02-29-2016,HA-SP16-05,"ELJAY SHANGHAI(P) LTD",HA-WB-224,"SPRING 2 2016",WHT,1500,1500,0,,,,,,,
DOMESTIC,C,10-26-2015,01-30-2016,02-29-2016,HA-SP16-05,"ELJAY SHANGHAI(P) LTD",HA-WB-169,"SPRING 2 2016",INW,1500,1461,39,,,,,,,
DOMESTIC,C,10-26-2015,01-30-2016,02-29-2016,HA-SP16-05,"ELJAY SHANGHAI(P) LTD",HA-WB-221,"SPRING 2 2016",LTB,1500,1497,3,,,,,,,
DOMESTIC,C,10-26-2015,01-30-2016,02-29-2016,HA-SP16-05,"ELJAY SHANGHAI(P) LTD",HA-WB-200,"SPRING 2 2016",IND,1500,1500,0,,,,,,,
DOMESTIC,C,10-26-2015,01-30-2016,02-29-2016,HA-SP16-05,"ELJAY SHANGHAI(P) LTD",HA-WB-239,"SPRING 2 2016",VIND,1500,1500,0,,,,,,,
DOMESTIC,C,10-26-2015,01-30-2016,02-29-2016,HA-SP16-05,"ELJAY SHANGHAI(P) LTD",HA-VST-015,"SPRING 2 2016",WHT,600,714,0,,,,,,,
DOMESTIC,C,10-26-2015,01-30-2016,02-29-2016,HA-SP16-05,"ELJAY SHANGHAI(P) LTD",HA-VST-016,"SPRING 2 2016",LTB,1098,1098,0,,,,,,,
DOMESTIC,C,10-26-2015,01-30-2016,02-29-2016,HA-SP16-05,"ELJAY SHANGHAI(P) LTD",HA-KT-136,"SPRING 2 2016",RED,600,584,16,,,,,,,
DOMESTIC,C,10-26-2015,01-30-2016,02-29-2016,HA-SP16-05,"ELJAY SHANGHAI(P) LTD",HA-KT-136,"SPRING 2 2016",RED,600,0,600,,,,,,,
DOMESTIC,C,11-24-2015,11-25-2015,12-25-2015,HA-SP16-06,"DOLLAR APPAREL TRADING HOUSE",HA-KT-121,"TRANSITION 2015",RED,960,936,24,,,,,,,
DOMESTIC,C,11-24-2015,11-25-2015,12-25-2015,HA-SP16-06,"DOLLAR APPAREL TRADING HOUSE",HA-KT-141,"TRANSITION 2015",NVY,960,960,0,,,,,,,
DOMESTIC,C,11-24-2015,11-25-2015,12-25-2015,HA-SP16-06,"DOLLAR APPAREL TRADING HOUSE",HA-KT-129,"TRANSITION 2015",WHT,960,960,0,,,,,,,
DOMESTIC,C,11-24-2015,11-25-2015,12-25-2015,HA-SP16-06,"DOLLAR APPAREL TRADING HOUSE",HA-CS-019,"TRANSITION 2015",WHT,960,912,48,,,,,,,
DOMESTIC,C,11-24-2015,12-10-2015,01-10-2016,HA-SP16-07,"DOLLAR APPAREL TRADING HOUSE",HA-KT-123,"SPRING 2 2016",WHT,720,720,0,,,,,,,
DOMESTIC,C,11-24-2015,12-10-2015,01-10-2016,HA-SP16-07,"DOLLAR APPAREL TRADING HOUSE",HA-KT-127,"SPRING 2 2016",RED,480,498,0,,,,,,,
DOMESTIC,C,11-24-2015,12-10-2015,01-10-2016,HA-SP16-07,"DOLLAR APPAREL TRADING HOUSE",HA-KT-139,"SPRING 2 2016",HGR,960,960,0,,,,,,,
DOMESTIC,C,11-24-2015,12-10-2015,01-10-2016,HA-SP16-07,"DOLLAR APPAREL TRADING HOUSE",HA-KT-134,"SPRING 2 2016",BLK,600,600,0,,,,,,,
DOMESTIC,C,11-24-2015,12-10-2015,01-10-2016,HA-SP16-07,"DOLLAR APPAREL TRADING HOUSE",HA-KT-134,"SPRING 2 2016",RED,600,600,0,,,,,,,
DOMESTIC,O,11-24-2015,12-10-2015,01-10-2016,HA-SP16-08,"DOLLAR APPAREL TRADING HOUSE",HA-KT-137,"SPRING 2 2016",RED,960,960,0,,,,,,,
DOMESTIC,O,11-24-2015,12-10-2015,01-10-2016,HA-SP16-08,"DOLLAR APPAREL TRADING HOUSE",HA-KT-138,"SPRING 2 2016",NVY,960,966,0,,,,,,,
IMPORT,C,12-01-2015,02-18-2016,03-15-2016,HA-SP16-11,"ELJAY SHANGHAI(P) LTD",HA-VST-023,,WHT,600,0,600,,,,,,,
IMPORT,C,12-01-2015,02-18-2016,03-15-2016,HA-SP16-11,"ELJAY SHANGHAI(P) LTD",HA-WB-249,,WHT,600,600,0,,,,,,,
IMPORT,C,12-01-2015,02-18-2016,03-15-2016,HA-SP16-11,"ELJAY SHANGHAI(P) LTD",HA-WB-238,,WHT,1200,1188,12,,,,,,,
DOMESTIC,C,12-18-2015,01-05-2016,02-05-2016,HA-SP16-14,"SH GLOBAL",HA-WJKT-036,"SPRING 1 2016",BLK,900,870,30,,,,,,,
DOMESTIC,C,12-18-2015,01-05-2016,02-05-2016,HA-SP16-14,"SH GLOBAL",HA-WJKT-036,"SPRING 1 2016",WHT,600,540,60,,,,,,,
DOMESTIC,C,12-09-2014,12-30-2014,01-31-2015,HA-SP5-007-B,"DOLLAR APPAREL TRADING HOUSE",HA-KT-075,,WHT,600,0,600,,,,,,,
DOMESTIC,C,12-09-2014,12-30-2014,01-31-2015,HA-SP5-007-B,"DOLLAR APPAREL TRADING HOUSE",HA-KT-076,,WHT,600,0,600,,,,,,,
DOMESTIC,C,12-09-2014,12-30-2014,01-31-2015,HA-SP5-007-B,"DOLLAR APPAREL TRADING HOUSE",HA-KT-077,,WHT,600,0,600,,,,,,,
DOMESTIC,C,12-09-2014,12-30-2014,01-31-2015,HA-SP5-007-B,"DOLLAR APPAREL TRADING HOUSE",HA-KT-078,,TL,600,0,600,,,,,,,
DOMESTIC,R,07-11-2016,07-11-2016,07-11-2016,JJ,"SAMPLE VENDOR",HA-WT-050,"FALL 1 2016",IND,700,700,0,,,,,,,
DOMESTIC,R,07-11-2016,07-11-2016,07-11-2016,JJ,"SAMPLE VENDOR",HA-WB-272,"FALL 1 2016",IND,1975,1975,0,,,,,,,
DOMESTIC,R,07-11-2016,07-11-2016,07-11-2016,JJ,"SAMPLE VENDOR",1039,"FALL 1 2016",BWH,0,0,0,,,,,,,
DOMESTIC,P,05-30-2016,05-30-2016,05-30-2016,"JJ PO145441","GLOBAL APPARELS LTD",HA-WB-248,"SUMMER 2 2016",RED,1740,1740,0,,,,,,,
DOMESTIC,P,05-30-2016,05-30-2016,05-30-2016,"JJ PO145441","GLOBAL APPARELS LTD",HA-WB-257,"SUMMER 2 2016",IND,1680,1680,0,,,,,,,
DOMESTIC,P,05-30-2016,05-30-2016,05-30-2016,"JJ PO145441","GLOBAL APPARELS LTD",HA-WB-257,"SUMMER 2 2016",WHT,1125,1125,0,,,,,,,
DOMESTIC,P,05-30-2016,05-30-2016,05-30-2016,"JJ PO145441","GLOBAL APPARELS LTD",HA-WT-042,"SUMMER 2 2016",IND,810,810,0,,,,,,,
DOMESTIC,R,05-20-2016,05-20-2016,05-20-2016,"JJ PO154550","GLOBAL APPARELS LTD",HA-WB-248,"SUMMER 2 2016",RED,144,144,0,,,,,,,
DOMESTIC,R,05-20-2016,05-20-2016,05-20-2016,"JJ PO154550","GLOBAL APPARELS LTD",HA-WB-257,"SUMMER 2 2016",IND,72,72,0,,,,,,,
DOMESTIC,R,05-20-2016,05-20-2016,05-20-2016,"JJ PO154550","GLOBAL APPARELS LTD",HA-WB-257,"SUMMER 2 2016",WHT,72,72,0,,,,,,,
DOMESTIC,R,05-20-2016,05-20-2016,05-20-2016,"JJ PO154550","GLOBAL APPARELS LTD",HA-WT-042,"SUMMER 2 2016",IND,38,38,0,,,,,,,
DOMESTIC,R,09-14-2015,09-14-2015,09-14-2015,"PO# 139281","SAMPLE VENDOR",DEC-WB-047,,NVY,3420,3420,0,,,,,,,
DOMESTIC,C,06-23-2015,07-10-2015,07-20-2015,"PO# 139541","ELJAY SHANGHAI(P) LTD",HA-WB-153,"FALL 2 2015",INW,144,144,0,,,,,,,
DOMESTIC,C,06-23-2015,07-10-2015,07-20-2015,"PO# 139541","ELJAY SHANGHAI(P) LTD",HA-WB-149,"FALL 2 2015",DKW,144,144,0,,,,,,,
DOMESTIC,C,06-23-2015,07-10-2015,07-20-2015,"PO# 139541","ELJAY SHANGHAI(P) LTD",HA-WB-116,"FALL 2 2015",IND,144,0,144,,,,,,,
DOMESTIC,C,06-23-2015,07-01-2015,07-20-2015,"PO# 139542","ELJAY SHANGHAI(P) LTD",HA-WB-153,"FALL 2 2015",INW,192,192,0,,,,,,,
DOMESTIC,C,06-23-2015,07-01-2015,07-20-2015,"PO# 139542","ELJAY SHANGHAI(P) LTD",HA-WB-149,"FALL 2 2015",DKW,192,192,0,,,,,,,
DOMESTIC,C,06-23-2015,07-01-2015,07-20-2015,"PO# 139542","ELJAY SHANGHAI(P) LTD",HA-WB-116,"FALL 2 2015",IND,192,0,192,,,,,,,
DOMESTIC,C,06-30-2015,08-05-2015,09-01-2015,"PO# 141039","ELJAY SHANGHAI(P) LTD",HA-WB-180,"HOLIDAY 1 2016",BLK,1512,0,1512,,,,,,,
DOMESTIC,C,06-30-2015,08-05-2015,09-01-2015,"PO# 141039","ELJAY SHANGHAI(P) LTD",HA-WB-157,"HOLIDAY 1 2016",IND,2376,0,2376,,,,,,,
DOMESTIC,C,06-30-2015,08-05-2015,09-01-2015,"PO# 141039","ELJAY SHANGHAI(P) LTD",HA-WB-129,"HOLIDAY 1 2016",INW,2442,0,2442,,,,,,,
DOMESTIC,C,06-30-2015,08-05-2015,09-01-2015,"PO# 141039","ELJAY SHANGHAI(P) LTD",HA-WB-179,"HOLIDAY 1 2016","LT WASH",2754,0,2754,,,,,,,
DOMESTIC,C,06-30-2015,08-05-2015,09-01-2015,"PO# 141039","ELJAY SHANGHAI(P) LTD",HA-WB-178,"HOLIDAY 1 2016",INW,2562,0,2562,,,,,,,
DOMESTIC,R,07-10-2015,07-20-2015,08-15-2015,"PO# 141980","ELJAY SHANGHAI(P) LTD",HA-JKT-032,"FALL 2 2015",BLK,612,630,0,,,,,,,
DOMESTIC,R,06-11-2015,08-01-2015,08-31-2015,"SNEAKER ","SRI SIDHI VINAYAK INT",SV-KT-128,,BLK,768,768,0,,,,,,,
DOMESTIC,R,06-11-2015,08-01-2015,08-31-2015,"SNEAKER ","SRI SIDHI VINAYAK INT",SV-KT-130,,BLK,752,752,0,,,,,,,
DOMESTIC,R,06-11-2015,08-01-2015,08-31-2015,"SNEAKER ","SRI SIDHI VINAYAK INT",SV-KT-125,,BLK,768,768,0,,,,,,,
DOMESTIC,R,06-11-2015,08-01-2015,08-31-2015,"SNEAKER ","SRI SIDHI VINAYAK INT",SV-KT-131,,BLK,752,752,0,,,,,,,
DOMESTIC,R,06-11-2015,08-01-2015,08-31-2015,"SNEAKER ","SRI SIDHI VINAYAK INT",SV-KT-129,,BLK,744,744,0,,,,,,,
DOMESTIC,R,09-15-2015,09-15-2015,09-22-2015,"SNEAKER VILL","ELJAY SHANGHAI(P) LTD",KRT-KJ-001,,CAMO,592,592,0,,,,,,,
DOMESTIC,R,09-15-2015,09-15-2015,09-22-2015,"SNEAKER VILL","ELJAY SHANGHAI(P) LTD",KRT-KJ-002,,CAMO,600,600,0,,,,,,,
DOMESTIC,R,09-15-2015,09-15-2015,09-22-2015,"SNEAKER VILL","ELJAY SHANGHAI(P) LTD",KRT-KT-104,,CAMO,600,600,0,,,,,,,
DOMESTIC,R,09-15-2015,09-15-2015,09-22-2015,"SNEAKER VILL","ELJAY SHANGHAI(P) LTD",KRT-KT-105,,CAMO,600,600,0,,,,,,,
DOMESTIC,R,09-15-2015,09-15-2015,09-22-2015,"SNEAKER VILL","ELJAY SHANGHAI(P) LTD",KRT-WB-001,,CAMO,576,576,0,,,,,,,
DOMESTIC,R,08-05-2015,08-05-2015,09-05-2015,"sneaker vill","ELJAY SHANGHAI(P) LTD",DH-WB-009,,BLK,1469,1469,0,,,,,,,
DOMESTIC,R,08-05-2015,08-05-2015,09-05-2015,"sneaker vill","ELJAY SHANGHAI(P) LTD",DH-WB-010,,IND,1466,1466,0,,,,,,,
DOMESTIC,R,08-05-2015,08-05-2015,09-05-2015,"sneaker vill","ELJAY SHANGHAI(P) LTD",DH-WB-011,,"LT WASH",1201,1201,0,,,,,,,
DOMESTIC,R,08-05-2015,08-05-2015,09-05-2015,"sneaker vill","ELJAY SHANGHAI(P) LTD",DH-WB-012.,,KHA,1216,1216,0,,,,,,,
DOMESTIC,R,04-25-2016,04-25-2016,04-25-2016,UNITED0516,"SAMPLE VENDOR",DH-VST-002,,WHT,312,312,0,,,,,,,
DOMESTIC,R,04-25-2016,04-25-2016,04-25-2016,UNITED0516,"SAMPLE VENDOR",DH-KT-001,,RED,420,420,0,,,,,,,
DOMESTIC,R,04-25-2016,04-25-2016,04-25-2016,UNITED0516,"SAMPLE VENDOR",DH-KT-002,,RED,420,420,0,,,,,,,
DOMESTIC,R,04-25-2016,04-25-2016,04-25-2016,UNITED0516,"SAMPLE VENDOR",DH-WB-028,,IND,852,852,0,,,,,,,
DOMESTIC,R,04-25-2016,04-25-2016,04-25-2016,UNITED0516,"SAMPLE VENDOR",DH-WB-031,,WHT,1548,1548,0,,,,,,,
DOMESTIC,C,01-21-2016,03-25-2016,04-25-2016,UNITMP006044,"ELJAY SHANGHAI(P) LTD",VA-WB-020,"SUMMER 1 2016",BLEACH,1440,1558,0,,,,,,,
DOMESTIC,C,01-21-2016,03-25-2016,04-25-2016,UNITMP006044,"ELJAY SHANGHAI(P) LTD",VA-WB-016,"SUMMER 1 2016","ICE BLUE",1440,1433,7,,,,,,,
DOMESTIC,C,01-21-2016,03-25-2016,04-25-2016,UNITMP006044,"ELJAY SHANGHAI(P) LTD",VA-WB-017,"SUMMER 1 2016",MWSH,1440,1356,84,,,,,,,
DOMESTIC,R,02-16-2016,03-25-2016,04-25-2016,UNITMP006045,"ELJAY SHANGHAI(P) LTD",VA-WB-020,"SUMMER 1 2016",BLEACH,144,144,0,,,,,,,
DOMESTIC,R,02-16-2016,03-25-2016,04-25-2016,UNITMP006045,"ELJAY SHANGHAI(P) LTD",VA-WB-017,"SUMMER 1 2016",MWSH,144,144,0,,,,,,,
DOMESTIC,R,02-16-2016,03-25-2016,04-25-2016,UNITMP006045,"ELJAY SHANGHAI(P) LTD",VA-WB-016,"SUMMER 1 2016","ICE BLUE",144,144,0,,,,,,,
DOMESTIC,R,02-16-2016,03-05-2016,05-15-2016,UNITMP006046,"ELJAY SHANGHAI(P) LTD",VA-WB-020,"SUMMER 1 2016",BLEACH,144,144,0,,,,,,,
DOMESTIC,R,02-16-2016,03-05-2016,05-15-2016,UNITMP006046,"ELJAY SHANGHAI(P) LTD",VA-WB-017,"SUMMER 1 2016",MWSH,144,144,0,,,,,,,
DOMESTIC,R,02-16-2016,03-05-2016,05-15-2016,UNITMP006046,"ELJAY SHANGHAI(P) LTD",VA-WB-016,"SUMMER 1 2016","ICE BLUE",144,144,0,,,,,,,
IMPORT,R,10-30-2013,05-01-2014,05-04-2014,PO132700,"SRI SIDHI VINAYAK INT",DEC-WS-003.,,WDC,1080,1080,0,,,,,,,
IMPORT,R,11-15-2013,01-10-2014,01-20-2014,DECWS005,"SRI SIDHI VINAYAK INTL",DECWS005,,BLK,1224,1260,0,,,,,,,
IMPORT,R,11-15-2013,01-10-2014,01-20-2014,DECWS005,"SRI SIDHI VINAYAK INTL",DECWS005.,,BLK,1116,1152,0,,,,,,,
IMPORT,R,11-15-2013,01-10-2014,01-20-2014,DECWS005,"SRI SIDHI VINAYAK INTL",DECWS006,,BLU,1224,1260,0,,,,,,,
IMPORT,R,11-15-2013,01-10-2014,01-20-2014,DECWS005,"SRI SIDHI VINAYAK INTL",DECWS006.,,BLU,1116,1152,0,,,,,,,
IMPORT,R,11-25-2013,12-03-2013,03-24-2014,HA-KT-024,"SRI SIDHI VINAYAK INTL",HA-KT-024,,WHT,384,384,0,,,,,,,
IMPORT,R,11-25-2013,12-03-2013,03-24-2014,HA-KT-024,"SRI SIDHI VINAYAK INTL",HA-KT-024,,BLK,354,354,0,,,,,,,
IMPORT,R,11-25-2013,12-03-2013,03-24-2014,HA-KT-024,"SRI SIDHI VINAYAK INTL",HA-KT-023,,WHT,330,330,0,,,,,,,
IMPORT,R,11-25-2013,12-03-2013,03-24-2014,HA-KT-024,"SRI SIDHI VINAYAK INTL",HA-KT-023,,BLK,342,342,0,,,,,,,
IMPORT,R,11-25-2013,12-03-2013,03-24-2014,HA-KT-024,"SRI SIDHI VINAYAK INTL",HA-WT-012,,RED,372,372,0,,,,,,,
IMPORT,C,12-20-2013,01-15-2014,04-30-2014,HASU14-00,"SRI SIDHI VINAYAK INTL",HA-KT-020,,WHT,300,0,300,,,,,,,
IMPORT,C,12-20-2013,01-15-2014,04-30-2014,HASU14-00,"SRI SIDHI VINAYAK INTL",HA-KT-020,,BLK,300,0,300,,,,,,,
IMPORT,C,12-20-2013,01-15-2014,04-30-2014,HASU14-00,"SRI SIDHI VINAYAK INTL",HA-CS-006,,WHT,240,156,84,,,,,,,
IMPORT,C,12-20-2013,01-15-2014,04-30-2014,HASU14-00,"SRI SIDHI VINAYAK INTL",HA-CS-006,,BLK,480,450,30,,,,,,,
IMPORT,C,01-05-2014,03-10-2014,03-15-2014,DECWS004,"SRI SIDHI VINAYAK INTL",DECWS004,,WHE,1314,0,1314,,,,,,,
IMPORT,C,01-05-2014,03-10-2014,03-15-2014,DECWS004,"SRI SIDHI VINAYAK INTL",DECWS004.,,WHE,1032,0,1032,,,,,,,
IMPORT,R,01-08-2014,01-15-2014,01-31-2014,3002,TBA,CDN-KT-018,,BLK,1200,1200,0,,,,,,,
IMPORT,R,01-08-2014,01-15-2014,01-31-2014,3002,TBA,CDN-KT-018,,WHT,0,0,0,,,,,,,
IMPORT,R,01-08-2014,01-15-2014,01-31-2014,3002,TBA,CDN-KT-011,,BLK,1200,1272,0,,,,,,,
